-3040000	3040000	-2365.27709961	0	NaN	4	791.329528809	296.645904541	NaN
-2918400	3040000	-3396.23999023	0	NaN	4	810.077758789	278.021453857	NaN
-2796800	3040000	-980.844665527	0	NaN	4	842.762939453	277.577606201	NaN
-2675200	3040000	-792.491760254	0	NaN	4	818.280761719	277.007385254	NaN
-2553600	3040000	-3120.19873047	0	NaN	4	779.81842041	276.359649658	NaN
-2432000	3040000	-3659.35449219	0	NaN	4	760.731994629	275.601745605	NaN
-2310400	3040000	-3601.70019531	0	NaN	4	749.276977539	274.779602051	NaN
-2188800	3040000	-3629.89648438	0	NaN	4	768.343505859	273.954925537	NaN
-2067200	3040000	-3623.3737793	0	NaN	4	806.746154785	273.14932251	NaN
-1945600	3040000	-3300.29077148	0	NaN	4	841.163452148	272.531280518	NaN
-1824000	3040000	-3530.42700195	0	NaN	4	830.945678711	271.985229492	NaN
-1702400	3040000	-3333.44848633	0	NaN	4	801.512145996	271.506317139	NaN
-1580800	3040000	-2490.82177734	0	NaN	4	755.901855469	271.20916748	NaN
-1459200	3040000	-2730.21777344	0	NaN	4	674.992858887	271.155303955	NaN
-1337600	3040000	-4793.28808594	0	NaN	4	624.347229004	271.136016846	273.250762939
-1216000	3040000	-4420.13623047	0	NaN	4	631.565734863	270.935943604	273.157531738
-1094400	3040000	-5433.82470703	0	NaN	4	622.640441895	270.829589844	273.082977295
-972800	3040000	-4652.43066406	0	NaN	4	623.988891602	270.803924561	273.022827148
-851200	3040000	-5058.97119141	0	NaN	4	571.487792969	270.862731934	272.974914551
-729600	3040000	-5144.82177734	0	NaN	4	536.965698242	270.943572998	272.941375732
-608000	3040000	-5210.50439453	0	NaN	4	502.610565186	271.007720947	272.91619873
-486400	3040000	-5277.16357422	0	NaN	4	469.485931396	271.081756592	272.896636963
-364800	3040000	-5278.47314453	0	NaN	4	459.017608643	271.201660156	272.890930176
-243200	3040000	-5293.06640625	0	NaN	4	469.3777771	271.317779541	272.903320312
-121600	3040000	-5288.65478516	0	NaN	4	467.08807373	271.408935547	272.925262451
0	3040000	-5317.88134766	0	NaN	4	481.171386719	271.480316162	272.9581604
121600	3040000	-5305.42138672	0	NaN	4	512.409118652	271.515075684	273.002868652
243200	3040000	-5419.45556641	0	NaN	4	546.431396484	271.546966553	273.067779541
364800	3040000	-5316.60205078	0	NaN	4	578.184020996	271.5809021	273.16418457
486400	3040000	-5242.42480469	0	NaN	4	584.506286621	271.594299316	273.259063721
608000	3040000	-4708.07421875	0	NaN	4	568.93170166	271.587524414	273.363739014
729600	3040000	-4768.91308594	0	NaN	4	578.18170166	271.50579834	273.494232178
851200	3040000	-4791.04980469	0	NaN	4	594.093139648	271.413421631	273.637176514
972800	3040000	-5256.44042969	0	NaN	4	645.384094238	271.384399414	273.780273438
1094400	3040000	-5262.03466797	0	NaN	4	732.188781738	271.39932251	273.908905029
1216000	3040000	-5323.48388672	0	NaN	4	782.435241699	271.464233398	274.061920166
1337600	3040000	-5317.86083984	0	NaN	4	820.03717041	271.653442383	274.237487793
1459200	3040000	-5355.57714844	0	NaN	4	786.514038086	271.998535156	NaN
1580800	3040000	-5458.46484375	0	NaN	4	754.418701172	272.465911865	NaN
1702400	3040000	-5459.15917969	0	NaN	4	773.016479492	272.932678223	NaN
1824000	3040000	-5488.42138672	0	NaN	4	835.444030762	273.41897583	NaN
1945600	3040000	-5576.33300781	0	NaN	4	863.183288574	273.925567627	NaN
2067200	3040000	-5464.85009766	0	NaN	4	859.46862793	274.4324646	NaN
2188800	3040000	-5365.29052734	0	NaN	4	850.689697266	274.939453125	NaN
2310400	3040000	-4957.14990234	0	NaN	4	857.288146973	275.421478271	NaN
2432000	3040000	-4200.6484375	0	NaN	4	970.315795898	275.868255615	NaN
2553600	3040000	-3242.59008789	0	NaN	4	1050.16113281	276.162414551	NaN
2675200	3040000	-3011.34765625	0	NaN	4	1002.8236084	276.309387207	NaN
2796800	3040000	-3070.35522461	0	NaN	4	937.81439209	276.344024658	NaN
2918400	3040000	-2576.68408203	0	NaN	4	854.523010254	276.192169189	NaN
3040000	3040000	-3160.94213867	0	NaN	4	860.981933594	293.890380859	NaN
-3040000	2918400	-3364.82617188	0	NaN	4	765.609375	278.325744629	NaN
-2918400	2918400	-2034.57128906	0	NaN	4	818.375671387	277.958282471	NaN
-2796800	2918400	-3006.7578125	0	NaN	4	841.396118164	277.567810059	NaN
-2675200	2918400	-3861.96850586	0	NaN	4	797.411682129	277.013519287	NaN
-2553600	2918400	-3275.69946289	0	NaN	4	766.366455078	276.350341797	NaN
-2432000	2918400	-2755.99316406	0	NaN	4	776.085449219	275.554870605	NaN
-2310400	2918400	-3031.48120117	0	NaN	4	805.230102539	274.692596436	NaN
-2188800	2918400	-3087.02856445	0	NaN	4	837.149536133	273.873260498	NaN
-2067200	2918400	-3147.23266602	0	NaN	4	849.723510742	273.102081299	NaN
-1945600	2918400	-3133.265625	0	NaN	4	888.964111328	272.515350342	NaN
-1824000	2918400	-2949.65087891	0	NaN	4	892.549621582	272.033966064	NaN
-1702400	2918400	-2364.55249023	0	NaN	4	836.267822266	271.706726074	NaN
-1580800	2918400	-2202.29321289	0	NaN	4	750.970336914	271.519317627	273.457946777
-1459200	2918400	-4455.08886719	0	NaN	4	674.900756836	271.438049316	273.304931641
-1337600	2918400	-3595.87841797	0	NaN	4	640.783508301	271.474639893	273.195587158
-1216000	2918400	-4922.62890625	0	NaN	4	636.313232422	271.462615967	273.114379883
-1094400	2918400	-4924.85302734	0	NaN	4	650.471435547	271.424255371	273.052032471
-972800	2918400	-5037.64013672	0	NaN	4	651.381591797	271.428863525	273.001800537
-851200	2918400	-5090.72070312	0	NaN	4	615.969848633	271.486785889	272.959838867
-729600	2918400	-5318.36181641	0	NaN	4	558.676391602	271.550079346	272.928863525
-608000	2918400	-4896.88525391	0	NaN	4	498.565216064	271.604797363	272.904663086
-486400	2918400	-5128.21533203	0	NaN	4	455.143005371	271.686035156	272.886199951
