-3040000	3040000	-2365.35961914	0	NaN	4	855.8984375	295.761749268	NaN
-2918400	3040000	-3396.32568359	0	NaN	4	817.372192383	277.141601562	NaN
-2796800	3040000	-980.934631348	0	NaN	4	820.108276367	276.674499512	NaN
-2675200	3040000	-792.586303711	0	NaN	4	817.472900391	276.097259521	NaN
-2553600	3040000	-3120.29760742	0	NaN	4	803.485168457	275.459686279	NaN
-2432000	3040000	-3659.45776367	0	NaN	4	758.647766113	274.722961426	NaN
-2310400	3040000	-3601.80737305	0	NaN	4	686.609313965	273.927978516	NaN
-2188800	3040000	-3630.00805664	0	NaN	4	651.336914062	273.111724854	NaN
-2067200	3040000	-3623.48974609	0	NaN	4	661.480041504	272.265289307	NaN
-1945600	3040000	-3300.41064453	0	NaN	4	677.842956543	271.564117432	NaN
-1824000	3040000	-3530.55053711	0	NaN	4	675.663879395	270.958251953	NaN
-1702400	3040000	-3333.57592773	0	NaN	4	652.056152344	270.459259033	NaN
-1580800	3040000	-2490.95263672	0	NaN	4	622.78527832	270.133605957	NaN
-1459200	3040000	-2730.35205078	0	NaN	4	588.763366699	269.953796387	NaN
-1337600	3040000	-4793.42578125	0	NaN	4	579.559143066	269.84954834	273.144805908
-1216000	3040000	-4420.27636719	0	NaN	4	573.957336426	269.701568604	273.058319092
-1094400	3040000	-5433.96728516	0	NaN	4	576.974487305	269.607574463	272.990875244
-972800	3040000	-4652.57519531	0	NaN	4	581.263000488	269.549255371	272.934020996
-851200	3040000	-5059.11767578	0	NaN	4	597.575439453	269.542633057	272.885955811
-729600	3040000	-5144.96972656	0	NaN	4	610.471801758	269.590942383	272.848388672
-608000	3040000	-5210.65332031	0	NaN	4	612.081420898	269.693664551	272.823822021
-486400	3040000	-5277.31298828	0	NaN	4	620.845214844	269.83291626	272.814605713
-364800	3040000	-5278.62304688	0	NaN	4	613.316040039	270.034942627	272.819366455
-243200	3040000	-5293.21533203	0	NaN	4	620.798583984	270.252868652	272.836669922
-121600	3040000	-5288.80322266	0	NaN	4	641.181274414	270.422119141	272.863586426
0	3040000	-5318.02783203	0	NaN	4	701.285095215	270.562713623	272.902801514
121600	3040000	-5305.56591797	0	NaN	4	742.020324707	270.660736084	272.954467773
243200	3040000	-5419.59716797	0	NaN	4	783.467346191	270.747344971	273.022613525
364800	3040000	-5316.73974609	0	NaN	4	755.074951172	270.818878174	273.114593506
486400	3040000	-5242.55810547	0	NaN	4	731.630432129	270.851867676	273.206115723
608000	3040000	-4708.20214844	0	NaN	4	745.648498535	270.867523193	273.305633545
729600	3040000	-4769.03613281	0	NaN	4	804.385375977	270.822784424	273.421417236
851200	3040000	-4791.16650391	0	NaN	4	832.806640625	270.76739502	273.548217773
972800	3040000	-5256.55078125	0	NaN	4	822.90423584	270.738433838	273.676849365
1094400	3040000	-5262.13867188	0	NaN	4	846.791625977	270.759674072	273.803009033
1216000	3040000	-5323.58203125	0	NaN	4	928.99621582	270.835540771	273.945800781
1337600	3040000	-5317.95263672	0	NaN	4	993.664550781	270.949951172	274.083587646
1459200	3040000	-5355.66308594	0	NaN	4	983.703613281	271.170318604	NaN
1580800	3040000	-5458.54443359	0	NaN	4	930.254150391	271.588745117	NaN
1702400	3040000	-5459.23388672	0	NaN	4	881.679504395	272.101409912	NaN
1824000	3040000	-5488.49072266	0	NaN	4	878.331237793	272.626312256	NaN
1945600	3040000	-5576.39794922	0	NaN	4	940.158569336	273.139343262	NaN
2067200	3040000	-5464.91015625	0	NaN	4	994.977050781	273.635131836	NaN
2188800	3040000	-5365.34619141	0	NaN	4	1039.29333496	274.144104004	NaN
2310400	3040000	-4957.20166016	0	NaN	4	1033.04272461	274.619781494	NaN
2432000	3040000	-4200.69628906	0	NaN	4	985.59197998	275.030944824	NaN
2553600	3040000	-3242.63500977	0	NaN	4	953.261535645	275.295440674	NaN
2675200	3040000	-3011.3894043	0	NaN	4	930.38458252	275.429840088	NaN
2796800	3040000	-3070.39379883	0	NaN	4	872.194030762	275.468322754	NaN
2918400	3040000	-2576.71972656	0	NaN	4	865.588439941	275.344696045	NaN
3040000	3040000	-3160.97583008	0	NaN	4	959.757324219	293.070587158	NaN
-3040000	2918400	-3364.9128418	0	NaN	4	952.393554688	277.548278809	NaN
-2918400	2918400	-2034.66052246	0	NaN	4	948.883239746	277.177398682	NaN
-2796800	2918400	-3006.8515625	0	NaN	4	920.409729004	276.756286621	NaN
-2675200	2918400	-3862.06713867	0	NaN	4	868.55847168	276.186065674	NaN
-2553600	2918400	-3275.80273438	0	NaN	4	816.839477539	275.526550293	NaN
-2432000	2918400	-2756.10107422	0	NaN	4	767.91394043	274.743804932	NaN
-2310400	2918400	-3031.59375	0	NaN	4	732.166931152	273.890594482	NaN
-2188800	2918400	-3087.14550781	0	NaN	4	700.423828125	273.061523438	NaN
-2067200	2918400	-3147.35449219	0	NaN	4	726.08782959	272.227478027	NaN
-1945600	2918400	-3133.3918457	0	NaN	4	747.487182617	271.555297852	NaN
-1824000	2918400	-2949.78149414	0	NaN	4	728.445251465	271.013916016	NaN
-1702400	2918400	-2364.68701172	0	NaN	4	689.327026367	270.643280029	NaN
-1580800	2918400	-2202.43139648	0	NaN	4	648.680419922	270.420135498	273.358276367
-1459200	2918400	-4455.23144531	0	NaN	4	617.179260254	270.257843018	273.212677002
-1337600	2918400	-3596.02392578	0	NaN	4	590.51965332	270.208496094	273.104309082
-1216000	2918400	-4922.77734375	0	NaN	4	580.301086426	270.181640625	273.024291992
