x_coordinate,y_coordinate,precipitation,air_temperature,ocean_temperature,upper_left_precipitation,upper_left_air_temperature,upper_left_ocean_temperature,top_precipitation,top_air_temperature,top_ocean_temperature,upper_right_precipitation,upper_right_air_temperature,upper_right_ocean_temperature,left_precipitation,left_air_temperature,left_ocean_temperature,right_precipitation,right_air_temperature,right_ocean_temperature,lower_left_precipitation,lower_left_air_temperature,lower_left_ocean_temperature,bottom_precipitation,bottom_air_temperature,bottom_ocean_temperature,lower_right_precipitation,lower_right_air_temperature,lower_right_ocean_temperature,precipitation_2064,air_temperature_2064,ocean_temperature_2064,precipitation_2065,air_temperature_2065,ocean_temperature_2065,precipitation_2066,air_temperature_2066,ocean_temperature_2066,ice_thickness
-364800.0,2067200.0,530.380737305,261.699249268,272.346374512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.337219238,254.534194946,272.536437988,0.0,0.0,0.0,266.513305664,254.172485352,272.484924316,283.284454346,252.277679443,272.473480225,555.259765625,261.395843506,272.297729492,529.825012207,260.477081299,272.32699585,545.307250977,262.53137207,272.33215332,238.12638855
-243200.0,2067200.0,495.337219238,254.534194946,272.536437988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.380737305,261.699249268,272.346374512,646.031799316,253.638412476,272.611480713,266.513305664,254.172485352,272.484924316,283.284454346,252.277679443,272.473480225,580.665893555,247.751495361,272.576293945,531.653869629,254.276153564,272.551483154,465.056854248,253.156768799,272.620513916,554.885681152,255.034515381,272.508056641,752.523925781
-121600.0,2067200.0,646.031799316,253.638412476,272.611480713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.337219238,254.534194946,272.536437988,379.798339844,253.028961182,272.831817627,283.284454346,252.277679443,272.473480225,580.665893555,247.751495361,272.576293945,312.793487549,248.837219238,272.749176025,702.178039551,253.262069702,272.681610107,556.923522949,251.735366821,272.648468018,726.757141113,253.773147583,272.614715576,484.352874756
0.0,2067200.0,379.798339844,253.028961182,272.831817627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646.031799316,253.638412476,272.611480713,267.008636475,254.351394653,273.374786377,580.665893555,247.751495361,272.576293945,312.793487549,248.837219238,272.749176025,184.599807739,242.47467041,273.043762207,472.648712158,252.650222778,272.828735352,359.950561523,250.953186035,272.840606689,416.627227783,252.990570068,272.804199219,337.39276123
121600.0,2067200.0,267.008636475,254.351394653,273.374786377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.798339844,253.028961182,272.831817627,0.0,0.0,0.0,312.793487549,248.837219238,272.749176025,184.599807739,242.47467041,273.043762207,340.446105957,240.703308105,273.273132324,182.064483643,254.13722229,273.44430542,123.731246948,252.236206055,273.41217041,250.272705078,254.148834229,273.377838135,577.365478516
364800.0,2067200.0,378.064880371,254.210632324,273.561309814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.106414795,255.174743652,273.586120605,340.446105957,240.703308105,273.273132324,204.660858154,242.122497559,273.406311035,379.072235107,245.935745239,273.49508667,228.478607178,254.230773926,273.556335449,213.946472168,252.225250244,273.583221436,381.246948242,253.954605103,273.530883789,603.58807373
486400.0,2067200.0,450.106414795,255.174743652,273.586120605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.064880371,254.210632324,273.561309814,426.264923096,255.118057251,273.727783203,204.660858154,242.122497559,273.406311035,379.072235107,245.935745239,273.49508667,265.055267334,250.552459717,273.730072021,330.422790527,254.972854614,273.585083008,289.295776367,253.176223755,273.6121521,435.502502441,254.851119995,273.541900635,972.751342773
608000.0,2067200.0,426.264923096,255.118057251,273.727783203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.106414795,255.174743652,273.586120605,0.0,0.0,0.0,379.072235107,245.935745239,273.49508667,265.055267334,250.552459717,273.730072021,363.092498779,253.877197266,274.271179199,332.462524414,254.653137207,273.727416992,292.193725586,252.796401978,273.755187988,406.313751221,254.519744873,273.684967041,388.583496094
-364800.0,1945600.0,266.513305664,254.172485352,272.484924316,0.0,0.0,0.0,530.380737305,261.699249268,272.346374512,495.337219238,254.534194946,272.536437988,0.0,0.0,0.0,283.284454346,252.277679443,272.473480225,399.58416748,253.314331055,272.749725342,251.583953857,252.718719482,272.769378662,153.822982788,246.392532349,272.520355225,335.530853271,254.005950928,272.484558105,308.621765137,253.113754272,272.568969727,321.452941895,254.980072021,272.529846191,477.086669922
-243200.0,1945600.0,283.284454346,252.277679443,272.473480225,530.380737305,261.699249268,272.346374512,495.337219238,254.534194946,272.536437988,646.031799316,253.638412476,272.611480713,266.513305664,254.172485352,272.484924316,580.665893555,247.751495361,272.576293945,251.583953857,252.718719482,272.769378662,153.822982788,246.392532349,272.520355225,264.617523193,240.986785889,272.599761963,376.08895874,251.962036133,272.469146729,275.654266357,250.947509766,272.464355469,358.444641113,252.546035767,272.449462891,790.28918457
