x_coordinate,y_coordinate,precipitation,air_temperature,ocean_temperature,upper_left_precipitation,upper_left_air_temperature,upper_left_ocean_temperature,top_precipitation,top_air_temperature,top_ocean_temperature,upper_right_precipitation,upper_right_air_temperature,upper_right_ocean_temperature,left_precipitation,left_air_temperature,left_ocean_temperature,right_precipitation,right_air_temperature,right_ocean_temperature,lower_left_precipitation,lower_left_air_temperature,lower_left_ocean_temperature,bottom_precipitation,bottom_air_temperature,bottom_ocean_temperature,lower_right_precipitation,lower_right_air_temperature,lower_right_ocean_temperature,precipitation_2074,air_temperature_2074,ocean_temperature_2074,precipitation_2075,air_temperature_2075,ocean_temperature_2075,precipitation_2076,air_temperature_2076,ocean_temperature_2076,ice_thickness
-364800.0,2067200.0,488.282196045,261.336364746,272.361450195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.901153564,254.072799683,272.534759521,0.0,0.0,0.0,244.248535156,254.00038147,272.473632812,287.357177734,251.660995483,272.3984375,581.696166992,261.282440186,272.329162598,427.533355713,262.284790039,272.472503662,466.68838501,262.657501221,272.456939697,257.280090332
-243200.0,2067200.0,483.901153564,254.072799683,272.534759521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.282196045,261.336364746,272.361450195,637.827209473,252.933837891,272.657440186,244.248535156,254.00038147,272.473632812,287.357177734,251.660995483,272.3984375,549.322021484,246.927215576,272.540496826,476.07409668,253.673843384,272.370697021,455.349761963,254.705184937,272.542755127,491.591583252,255.315124512,272.57711792,756.082702637
-121600.0,2067200.0,637.827209473,252.933837891,272.657440186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.901153564,254.072799683,272.534759521,425.735626221,252.379699707,272.851837158,287.357177734,251.660995483,272.3984375,549.322021484,246.927215576,272.540496826,339.108215332,247.988510132,272.716186523,571.632873535,252.433364868,272.570465088,646.149536133,253.309387207,272.558135986,614.610229492,254.04750061,272.632751465,491.257476807
0.0,2067200.0,425.735626221,252.379699707,272.851837158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637.827209473,252.933837891,272.657440186,177.955352783,253.531539917,273.41986084,549.322021484,246.927215576,272.540496826,339.108215332,247.988510132,272.716186523,159.780441284,241.761611938,273.00088501,259.90713501,251.465316772,272.679016113,466.475189209,252.522094727,272.719207764,440.212890625,253.267578125,272.793243408,309.227264404
121600.0,2067200.0,177.955352783,253.531539917,273.41986084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.735626221,252.379699707,272.851837158,0.0,0.0,0.0,339.108215332,247.988510132,272.716186523,159.780441284,241.761611938,273.00088501,320.832885742,239.974273682,273.227966309,-11.5739746094,252.868087769,273.333374023,157.982345581,253.90612793,273.321075439,193.704666138,254.531906128,273.39440918,489.839233398
364800.0,2067200.0,330.745849609,253.626358032,273.531005859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.780334473,254.489349365,273.596496582,320.832885742,239.974273682,273.227966309,167.89982605,241.471679688,273.378509521,344.35824585,245.243057251,273.467987061,155.755432129,252.964309692,273.56741333,285.746124268,253.980545044,273.544219971,246.986495972,254.35546875,273.55166626,599.967468262
486400.0,2067200.0,408.780334473,254.489349365,273.596496582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.745849609,253.626358032,273.531005859,414.382385254,254.364974976,273.739196777,167.89982605,241.471679688,273.378509521,344.35824585,245.243057251,273.467987061,251.798248291,249.795730591,273.704925537,175.400695801,253.914047241,273.493164062,405.195892334,254.952072144,273.4637146,322.887390137,255.349960327,273.53817749,956.91229248
608000.0,2067200.0,414.382385254,254.364974976,273.739196777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.780334473,254.489349365,273.596496582,0.0,0.0,0.0,344.35824585,245.243057251,273.467987061,251.798248291,249.795730591,273.704925537,368.549133301,253.075012207,274.333709717,220.733444214,253.928588867,273.636230469,419.910003662,254.921951294,273.606567383,329.81439209,255.22769165,273.680297852,394.00491333
-364800.0,1945600.0,244.248535156,254.00038147,272.473632812,0.0,0.0,0.0,488.282196045,261.336364746,272.361450195,483.901153564,254.072799683,272.534759521,0.0,0.0,0.0,287.357177734,251.660995483,272.3984375,425.591217041,252.941436768,272.754730225,257.385040283,252.738861084,272.774383545,175.727630615,245.787216187,272.454162598,284.627807617,253.63659668,272.42755127,186.492980957,254.447128296,272.514923096,288.419433594,254.907302856,272.621887207,489.506561279
-243200.0,1945600.0,287.357177734,251.660995483,272.3984375,488.282196045,261.336364746,272.361450195,483.901153564,254.072799683,272.534759521,637.827209473,252.933837891,272.657440186,244.248535156,254.00038147,272.473632812,549.322021484,246.927215576,272.540496826,257.385040283,252.738861084,272.774383545,175.727630615,245.787216187,272.454162598,231.219696045,240.090942383,272.560211182,224.987503052,251.165924072,272.456817627,245.141281128,252.073150635,272.448486328,327.208099365,252.67868042,272.444488525,793.012512207
-121600.0,1945600.0,549.322021484,246.927215576,272.540496826,483.901153564,254.072799683,272.534759521,637.827209473,252.933837891,272.657440186,425.735626221,252.379699707,272.851837158,287.357177734,251.660995483,272.3984375,339.108215332,247.988510132,272.716186523,175.727630615,245.787216187,272.454162598,231.219696045,240.090942383,272.560211182,228.337554932,238.014282227,272.694000244,446.570068359,246.571380615,272.603088379,555.445983887,247.283218384,272.555175781,548.484130859,247.930450439,272.566131592,875.503173828
