x_coordinate,y_coordinate,precipitation,air_temperature,ocean_temperature,upper_left_precipitation,upper_left_air_temperature,upper_left_ocean_temperature,top_precipitation,top_air_temperature,top_ocean_temperature,upper_right_precipitation,upper_right_air_temperature,upper_right_ocean_temperature,left_precipitation,left_air_temperature,left_ocean_temperature,right_precipitation,right_air_temperature,right_ocean_temperature,lower_left_precipitation,lower_left_air_temperature,lower_left_ocean_temperature,bottom_precipitation,bottom_air_temperature,bottom_ocean_temperature,lower_right_precipitation,lower_right_air_temperature,lower_right_ocean_temperature,precipitation_2048,air_temperature_2048,ocean_temperature_2048,precipitation_2049,air_temperature_2049,ocean_temperature_2049,precipitation_2050,air_temperature_2050,ocean_temperature_2050,ice_thickness
-364800.0,2067200.0,546.124755859,261.092224121,272.313293457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.362854004,253.402786255,272.517913818,0.0,0.0,0.0,303.04083252,253.322906494,272.501983643,319.728912354,250.761627197,272.516418457,597.538208008,261.191345215,272.350524902,669.34362793,260.729553223,272.322692871,485.442871094,260.804199219,272.337982178,200.070571899
-243200.0,2067200.0,545.362854004,253.402786255,272.517913818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.124755859,261.092224121,272.313293457,655.091003418,251.979156494,272.663726807,303.04083252,253.322906494,272.501983643,319.728912354,250.761627197,272.516418457,547.16809082,246.030838013,272.675262451,587.232849121,253.590789795,272.454986572,761.625549316,253.408126831,272.527099609,496.607330322,253.763092041,272.566558838,746.90838623
-121600.0,2067200.0,655.091003418,251.979156494,272.663726807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.362854004,253.402786255,272.517913818,439.917266846,251.209060669,272.696929932,319.728912354,250.761627197,272.516418457,547.16809082,246.030838013,272.675262451,304.491699219,247.216751099,272.836730957,716.554443359,252.163192749,272.501251221,990.544250488,252.312225342,272.581726074,659.548217773,252.728683472,272.625152588,479.431335449
0.0,2067200.0,439.917266846,251.209060669,272.696929932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.091003418,251.979156494,272.663726807,219.016159058,252.690933228,273.425476074,547.16809082,246.030838013,272.675262451,304.491699219,247.216751099,272.836730957,132.966949463,240.895996094,273.126281738,492.232849121,251.292236328,272.602752686,756.922607422,251.723052979,272.570037842,475.239715576,252.149185181,272.649902344,359.641265869
121600.0,2067200.0,219.016159058,252.690933228,273.425476074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.917266846,251.209060669,272.696929932,445.721252441,251.712005615,273.779144287,304.491699219,247.216751099,272.836730957,132.966949463,240.895996094,273.126281738,250.128936768,238.984603882,273.370239258,336.728302002,252.833816528,273.263305664,595.150146484,253.041275024,273.344177246,275.81539917,253.430099487,273.38684082,751.555480957
243200.0,2067200.0,445.721252441,251.712005615,273.779144287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.016159058,252.690933228,273.425476074,204.998657227,252.740325928,273.619262695,132.966949463,240.895996094,273.126281738,250.128936768,238.984603882,273.370239258,70.8690872192,240.157943726,273.473754883,512.663452148,251.967758179,273.611816406,656.774719238,252.063049316,273.646606445,575.333129883,252.415496826,273.732849121,62.8671340942
364800.0,2067200.0,204.998657227,252.740325928,273.619262695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.721252441,251.712005615,273.779144287,247.457611084,253.77911377,273.587524414,250.128936768,238.984603882,273.370239258,70.8690872192,240.157943726,273.473754883,228.785247803,244.090209961,273.573883057,168.948562622,252.776855469,273.573394775,369.535705566,253.035018921,273.58682251,380.206115723,253.363357544,273.649841309,610.967346191
486400.0,2067200.0,247.457611084,253.77911377,273.587524414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.998657227,252.740325928,273.619262695,272.271057129,253.847335815,273.730499268,70.8690872192,240.157943726,273.473754883,228.785247803,244.090209961,273.573883057,151.324523926,248.789932251,273.828643799,270.187774658,253.667449951,273.420318604,427.095855713,253.976654053,273.515686035,466.157470703,254.224411011,273.52243042,1002.3963623
608000.0,2067200.0,272.271057129,253.847335815,273.730499268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.457611084,253.77911377,273.587524414,0.0,0.0,0.0,228.785247803,244.090209961,273.573883057,151.324523926,248.789932251,273.828643799,299.916015625,252.115768433,274.271911621,353.922515869,253.397583008,273.561706543,428.223358154,253.8387146,273.659667969,482.706634521,254.112686157,273.663635254,394.417236328
-364800.0,1945600.0,303.04083252,253.322906494,272.501983643,0.0,0.0,0.0,546.124755859,261.092224121,272.313293457,545.362854004,253.402786255,272.517913818,0.0,0.0,0.0,319.728912354,250.761627197,272.516418457,425.530670166,252.343292236,272.770324707,315.732421875,251.736068726,272.789978027,169.346054077,244.939666748,272.554870605,344.699615479,253.526901245,272.423461914,451.507446289,253.348175049,272.440948486,289.751983643,253.388198853,272.461212158,460.786224365
-243200.0,1945600.0,319.728912354,250.761627197,272.516418457,546.124755859,261.092224121,272.313293457,545.362854004,253.402786255,272.517913818,655.091003418,251.979156494,272.663726807,303.04083252,253.322906494,272.501983643,547.16809082,246.030838013,272.675262451,315.732421875,251.736068726,272.789978027,169.346054077,244.939666748,272.554870605,206.596237183,239.460083008,272.673583984,348.734344482,251.098968506,272.470001221,567.988647461,251.058868408,272.520294189,333.371185303,251.325332642,272.521057129,785.310241699
