x_coordinate,y_coordinate,precipitation,air_temperature,ocean_temperature,upper_left_precipitation,upper_left_air_temperature,upper_left_ocean_temperature,top_precipitation,top_air_temperature,top_ocean_temperature,upper_right_precipitation,upper_right_air_temperature,upper_right_ocean_temperature,left_precipitation,left_air_temperature,left_ocean_temperature,right_precipitation,right_air_temperature,right_ocean_temperature,lower_left_precipitation,lower_left_air_temperature,lower_left_ocean_temperature,bottom_precipitation,bottom_air_temperature,bottom_ocean_temperature,lower_right_precipitation,lower_right_air_temperature,lower_right_ocean_temperature,precipitation_2068,air_temperature_2068,ocean_temperature_2068,precipitation_2069,air_temperature_2069,ocean_temperature_2069,precipitation_2070,air_temperature_2070,ocean_temperature_2070,ice_thickness
121600.0,2188800.0,485.142028809,261.985046387,273.369781494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.681091309,251.938278198,272.936859131,331.58114624,253.598678589,273.339019775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.610656738,262.970489502,273.359069824,61.3825378418
-364800.0,2067200.0,423.953399658,261.526672363,272.301971436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.899200439,254.09564209,272.506134033,0.0,0.0,0.0,192.227508545,253.769851685,272.487243652,224.424468994,251.530151367,272.461547852,763.96875,262.863433838,272.327423096,448.586608887,261.582336426,272.367980957,615.043457031,262.470184326,272.321838379,247.725860596
-243200.0,2067200.0,393.899200439,254.09564209,272.506134033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.953399658,261.526672363,272.301971436,516.681152344,252.929885864,272.575317383,192.227508545,253.769851685,272.487243652,224.424468994,251.530151367,272.461547852,466.130950928,246.853713989,272.580169678,787.125244141,255.701370239,272.567352295,387.09576416,254.087844849,272.586578369,611.754150391,255.197357178,272.531402588,753.928649902
-121600.0,2067200.0,516.681152344,252.929885864,272.575317383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.899200439,254.09564209,272.506134033,381.681091309,251.938278198,272.936859131,224.424468994,251.530151367,272.461547852,466.130950928,246.853713989,272.580169678,287.547576904,247.867492676,272.761230469,952.714172363,254.39755249,272.613220215,505.141479492,252.898727417,272.617156982,735.984924316,253.974533081,272.607513428,486.87612915
0.0,2067200.0,381.681091309,251.938278198,272.936859131,0.0,0.0,0.0,0.0,0.0,0.0,485.142028809,261.985046387,273.369781494,516.681152344,252.929885864,272.575317383,331.58114624,253.598678589,273.339019775,466.130950928,246.853713989,272.580169678,287.547576904,247.867492676,272.761230469,197.201812744,241.885864258,273.065795898,654.267333984,253.513198853,272.87411499,348.443481445,252.057891846,272.849182129,495.198913574,253.213699341,272.890136719,324.405181885
121600.0,2067200.0,331.58114624,253.598678589,273.339019775,0.0,0.0,0.0,485.142028809,261.985046387,273.369781494,0.0,0.0,0.0,381.681091309,251.938278198,272.936859131,0.0,0.0,0.0,287.547576904,247.867492676,272.761230469,197.201812744,241.885864258,273.065795898,276.835113525,240.449310303,273.296539307,488.863647461,254.729873657,273.377471924,228.731460571,253.451263428,273.380126953,361.691864014,254.560195923,273.370697021,554.314758301
364800.0,2067200.0,257.7371521,253.952636719,273.576721191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.42880249,254.981124878,273.589782715,276.835113525,240.449310303,273.296539307,153.183685303,241.801345825,273.423461914,346.911865234,245.713439941,273.514312744,450.039550781,254.427154541,273.602325439,151.947509766,253.543518066,273.56060791,322.538085938,254.233322144,273.525360107,602.153808594
486400.0,2067200.0,356.42880249,254.981124878,273.589782715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.7371521,253.952636719,273.576721191,386.755493164,254.904281616,273.732147217,153.183685303,241.801345825,273.423461914,346.911865234,245.713439941,273.514312744,286.593658447,250.307998657,273.757080078,497.269287109,255.38168335,273.596557617,229.949783325,254.612945557,273.53326416,401.267028809,255.201828003,273.563842773,964.609313965
608000.0,2067200.0,386.755493164,254.904281616,273.732147217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.42880249,254.981124878,273.589782715,0.0,0.0,0.0,346.911865234,245.713439941,273.514312744,286.593658447,250.307998657,273.757080078,424.965576172,253.496017456,274.286743164,481.356567383,255.278594971,273.739837646,229.836776733,254.584671021,273.675994873,400.907440186,255.195678711,273.706939697,389.917144775
-364800.0,1945600.0,192.227508545,253.769851685,272.487243652,0.0,0.0,0.0,423.953399658,261.526672363,272.301971436,393.899200439,254.09564209,272.506134033,0.0,0.0,0.0,224.424468994,251.530151367,272.461547852,383.700134277,252.839523315,272.757568359,224.581390381,252.160949707,272.77722168,132.571456909,245.655670166,272.500061035,514.392578125,255.463302612,272.503570557,182.429260254,253.963241577,272.525939941,331.778198242,254.937911987,272.650817871,482.380554199
-243200.0,1945600.0,224.424468994,251.530151367,272.461547852,423.953399658,261.526672363,272.301971436,393.899200439,254.09564209,272.506134033,516.681152344,252.929885864,272.575317383,192.227508545,253.769851685,272.487243652,466.130950928,246.853713989,272.580169678,224.581390381,252.160949707,272.77722168,132.571456909,245.655670166,272.500061035,181.167953491,240.102905273,272.599304199,571.644042969,253.3359375,272.502349854,176.150512695,251.590240479,272.446716309,388.300994873,252.48588562,272.46206665,791.389404297
-121600.0,1945600.0,466.130950928,246.853713989,272.580169678,393.899200439,254.09564209,272.506134033,516.681152344,252.929885864,272.575317383,381.681091309,251.938278198,272.936859131,224.424468994,251.530151367,272.461547852,287.547576904,247.867492676,272.761230469,132.571456909,245.655670166,272.500061035,181.167953491,240.102905273,272.599304199,168.415802002,238.345046997,272.793670654,859.928527832,248.543395996,272.625946045,416.241241455,246.914199829,272.567840576,634.194091797,247.831848145,272.536773682,871.505615234
0.0,1945600.0,287.547576904,247.867492676,272.761230469,516.681152344,252.929885864,272.575317383,381.681091309,251.938278198,272.936859131,331.58114624,253.598678589,273.339019775,466.130950928,246.853713989,272.580169678,197.201812744,241.885864258,273.065795898,181.167953491,240.102905273,272.599304199,168.415802002,238.345046997,272.793670654,96.3014221191,235.453826904,272.957672119,539.723266602,249.393341064,272.801330566,212.775588989,247.816314697,272.746368408,360.488098145,248.944244385,272.712249756,785.114440918
121600.0,1945600.0,197.201812744,241.885864258,273.065795898,381.681091309,251.938278198,272.936859131,331.58114624,253.598678589,273.339019775,0.0,0.0,0.0,287.547576904,247.867492676,272.761230469,276.835113525,240.449310303,273.296539307,168.415802002,238.345046997,272.793670654,96.3014221191,235.453826904,272.957672119,103.125244141,232.767745972,273.124816895,330.190856934,243.129760742,273.097259521,94.3731918335,241.726394653,273.033447266,204.893463135,242.663284302,273.005310059,402.126739502
243200.0,1945600.0,276.835113525,240.449310303,273.296539307,331.58114624,253.598678589,273.339019775,0.0,0.0,0.0,257.7371521,253.952636719,273.576721191,197.201812744,241.885864258,273.065795898,153.183685303,241.801345825,273.423461914,96.3014221191,235.453826904,272.957672119,103.125244141,232.767745972,273.124816895,111.352867126,234.109603882,273.272796631,412.349578857,241.283416748,273.333831787,181.689788818,240.031478882,273.259613037,300.825073242,240.769592285,273.236602783,221.862884521
364800.0,1945600.0,153.183685303,241.801345825,273.423461914,0.0,0.0,0.0,257.7371521,253.952636719,273.576721191,356.42880249,254.981124878,273.589782715,276.835113525,240.449310303,273.296539307,346.911865234,245.713439941,273.514312744,103.125244141,232.767745972,273.124816895,111.352867126,234.109603882,273.272796631,188.089950562,236.055236816,273.40838623,235.019592285,242.489746094,273.443878174,37.8552474976,241.389511108,273.395019531,162.897979736,242.015640259,273.382385254,713.214904785
486400.0,1945600.0,346.911865234,245.713439941,273.514312744,257.7371521,253.952636719,273.576721191,356.42880249,254.981124878,273.589782715,386.755493164,254.904281616,273.732147217,153.183685303,241.801345825,273.423461914,286.593658447,250.307998657,273.757080078,111.352867126,234.109603882,273.272796631,188.089950562,236.055236816,273.40838623,248.923126221,241.183914185,273.580780029,400.123687744,246.125488281,273.545013428,208.905029297,245.239151001,273.491241455,340.714660645,245.924468994,273.470306396,1237.93164062
608000.0,1945600.0,286.593658447,250.307998657,273.757080078,356.42880249,254.981124878,273.589782715,386.755493164,254.904281616,273.732147217,0.0,0.0,0.0,346.911865234,245.713439941,273.514312744,424.965576172,253.496017456,274.286743164,188.089950562,236.055236816,273.40838623,248.923126221,241.183914185,273.580780029,225.538970947,245.898025513,273.765197754,308.582946777,250.681213379,273.791564941,94.1606903076,249.792160034,273.735992432,234.825881958,250.507324219,273.709442139,1227.33935547
729600.0,1945600.0,424.965576172,253.496017456,274.286743164,386.755493164,254.904281616,273.732147217,0.0,0.0,0.0,0.0,0.0,0.0,286.593658447,250.307998657,273.757080078,0.0,0.0,0.0,248.923126221,241.183914185,273.580780029,225.538970947,245.898025513,273.765197754,257.531585693,250.131362915,273.881622314,426.461395264,253.745239258,274.319244385,231.926849365,253.179412842,274.244476318,340.062072754,253.709960938,274.266357422,250.754241943
972800.0,1945600.0,382.500030518,255.992706299,273.861846924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.760986328,258.42401123,272.685913086,257.531585693,250.131362915,273.881622314,301.880950928,253.802947998,274.036468506,371.578369141,252.692703247,273.206176758,360.492919922,256.29284668,273.9168396,106.802658081,255.77583313,273.863739014,310.618896484,256.34576416,273.869537354,252.792785645
