x_coordinate,y_coordinate,precipitation,air_temperature,ocean_temperature,upper_left_precipitation,upper_left_air_temperature,upper_left_ocean_temperature,top_precipitation,top_air_temperature,top_ocean_temperature,upper_right_precipitation,upper_right_air_temperature,upper_right_ocean_temperature,left_precipitation,left_air_temperature,left_ocean_temperature,right_precipitation,right_air_temperature,right_ocean_temperature,lower_left_precipitation,lower_left_air_temperature,lower_left_ocean_temperature,bottom_precipitation,bottom_air_temperature,bottom_ocean_temperature,lower_right_precipitation,lower_right_air_temperature,lower_right_ocean_temperature,precipitation_2066,air_temperature_2066,ocean_temperature_2066,precipitation_2067,air_temperature_2067,ocean_temperature_2067,precipitation_2068,air_temperature_2068,ocean_temperature_2068,ice_velocity
-364800.0,2067200.0,448.586608887,261.582336426,272.367980957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.09576416,254.087844849,272.586578369,0.0,0.0,0.0,182.429260254,253.963241577,272.525939941,176.150512695,251.590240479,272.446716309,545.307250977,262.53137207,272.33215332,530.380737305,261.699249268,272.346374512,763.96875,262.863433838,272.327423096,209.847290039
-243200.0,2067200.0,387.09576416,254.087844849,272.586578369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.586608887,261.582336426,272.367980957,505.141479492,252.898727417,272.617156982,182.429260254,253.963241577,272.525939941,176.150512695,251.590240479,272.446716309,416.241241455,246.914199829,272.567840576,554.885681152,255.034515381,272.508056641,495.337219238,254.534194946,272.536437988,787.125244141,255.701370239,272.567352295,3.12962222099
-121600.0,2067200.0,505.141479492,252.898727417,272.617156982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.09576416,254.087844849,272.586578369,348.443481445,252.057891846,272.849182129,176.150512695,251.590240479,272.446716309,416.241241455,246.914199829,272.567840576,212.775588989,247.816314697,272.746368408,726.757141113,253.773147583,272.614715576,646.031799316,253.638412476,272.611480713,952.714172363,254.39755249,272.613220215,0.0893806442618
0.0,2067200.0,348.443481445,252.057891846,272.849182129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.141479492,252.898727417,272.617156982,228.731460571,253.451263428,273.380126953,416.241241455,246.914199829,272.567840576,212.775588989,247.816314697,272.746368408,94.3731918335,241.726394653,273.033447266,416.627227783,252.990570068,272.804199219,379.798339844,253.028961182,272.831817627,654.267333984,253.513198853,272.87411499,706.663818359
121600.0,2067200.0,228.731460571,253.451263428,273.380126953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.443481445,252.057891846,272.849182129,0.0,0.0,0.0,212.775588989,247.816314697,272.746368408,94.3731918335,241.726394653,273.033447266,181.689788818,240.031478882,273.259613037,250.272705078,254.148834229,273.377838135,267.008636475,254.351394653,273.374786377,488.863647461,254.729873657,273.377471924,25.8301544189
364800.0,2067200.0,151.947509766,253.543518066,273.56060791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.949783325,254.612945557,273.53326416,181.689788818,240.031478882,273.259613037,37.8552474976,241.389511108,273.395019531,208.905029297,245.239151001,273.491241455,381.246948242,253.954605103,273.530883789,378.064880371,254.210632324,273.561309814,450.039550781,254.427154541,273.602325439,27.1489181519
486400.0,2067200.0,229.949783325,254.612945557,273.53326416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.947509766,253.543518066,273.56060791,229.836776733,254.584671021,273.675994873,37.8552474976,241.389511108,273.395019531,208.905029297,245.239151001,273.491241455,94.1606903076,249.792160034,273.735992432,435.502502441,254.851119995,273.541900635,450.106414795,255.174743652,273.586120605,497.269287109,255.38168335,273.596557617,27.6115760803
608000.0,2067200.0,229.836776733,254.584671021,273.675994873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.949783325,254.612945557,273.53326416,0.0,0.0,0.0,208.905029297,245.239151001,273.491241455,94.1606903076,249.792160034,273.735992432,231.926849365,253.179412842,274.244476318,406.313751221,254.519744873,273.684967041,426.264923096,255.118057251,273.727783203,481.356567383,255.278594971,273.739837646,133.834396362
-364800.0,1945600.0,182.429260254,253.963241577,272.525939941,0.0,0.0,0.0,448.586608887,261.582336426,272.367980957,387.09576416,254.087844849,272.586578369,0.0,0.0,0.0,176.150512695,251.590240479,272.446716309,315.741821289,253.150009155,272.780609131,201.086181641,252.368865967,272.800262451,74.9656600952,245.6040802,272.49420166,321.452941895,254.980072021,272.529846191,266.513305664,254.172485352,272.484924316,514.392578125,255.463302612,272.503570557,13.9038610458
-243200.0,1945600.0,176.150512695,251.590240479,272.446716309,448.586608887,261.582336426,272.367980957,387.09576416,254.087844849,272.586578369,505.141479492,252.898727417,272.617156982,182.429260254,253.963241577,272.525939941,416.241241455,246.914199829,272.567840576,201.086181641,252.368865967,272.800262451,74.9656600952,245.6040802,272.49420166,130.369003296,240.006576538,272.593658447,358.444641113,252.546035767,272.449462891,283.284454346,252.277679443,272.473480225,571.644042969,253.3359375,272.502349854,5.48085641861
-121600.0,1945600.0,416.241241455,246.914199829,272.567840576,387.09576416,254.087844849,272.586578369,505.141479492,252.898727417,272.617156982,348.443481445,252.057891846,272.849182129,176.150512695,251.590240479,272.446716309,212.775588989,247.816314697,272.746368408,74.9656600952,245.6040802,272.49420166,130.369003296,240.006576538,272.593658447,97.4119033813,238.024627686,272.70993042,630.787963867,247.678359985,272.538787842,580.665893555,247.751495361,272.576293945,859.928527832,248.543395996,272.625946045,0.0189894028008
0.0,1945600.0,212.775588989,247.816314697,272.746368408,505.141479492,252.898727417,272.617156982,348.443481445,252.057891846,272.849182129,228.731460571,253.451263428,273.380126953,416.241241455,246.914199829,272.567840576,94.3731918335,241.726394653,273.033447266,130.369003296,240.006576538,272.593658447,97.4119033813,238.024627686,272.70993042,33.2044410706,235.063766479,272.913757324,352.781738281,248.666305542,272.718505859,312.793487549,248.837219238,272.749176025,539.723266602,249.393341064,272.801330566,0.0456144101918
121600.0,1945600.0,94.3731918335,241.726394653,273.033447266,348.443481445,252.057891846,272.849182129,228.731460571,253.451263428,273.380126953,0.0,0.0,0.0,212.775588989,247.816314697,272.746368408,181.689788818,240.031478882,273.259613037,97.4119033813,238.024627686,272.70993042,33.2044410706,235.063766479,272.913757324,30.7563552856,232.11088562,273.090911865,209.538513184,242.313110352,273.006195068,184.599807739,242.47467041,273.043762207,330.190856934,243.129760742,273.097259521,0.238462224603
243200.0,1945600.0,181.689788818,240.031478882,273.259613037,228.731460571,253.451263428,273.380126953,0.0,0.0,0.0,151.947509766,253.543518066,273.56060791,94.3731918335,241.726394653,273.033447266,37.8552474976,241.389511108,273.395019531,33.2044410706,235.063766479,272.913757324,30.7563552856,232.11088562,273.090911865,23.5527191162,233.561599731,273.243896484,377.965881348,240.485061646,273.233123779,340.446105957,240.703308105,273.273132324,412.349578857,241.283416748,273.333831787,0.073046207428
364800.0,1945600.0,37.8552474976,241.389511108,273.395019531,0.0,0.0,0.0,151.947509766,253.543518066,273.56060791,229.949783325,254.612945557,273.53326416,181.689788818,240.031478882,273.259613037,208.905029297,245.239151001,273.491241455,30.7563552856,232.11088562,273.090911865,23.5527191162,233.561599731,273.243896484,86.6437835693,235.629104614,273.381835938,226.626220703,241.852050781,273.374694824,204.660858154,242.122497559,273.406311035,235.019592285,242.489746094,273.443878174,0.0533636771142
486400.0,1945600.0,208.905029297,245.239151001,273.491241455,151.947509766,253.543518066,273.56060791,229.949783325,254.612945557,273.53326416,229.836776733,254.584671021,273.675994873,37.8552474976,241.389511108,273.395019531,94.1606903076,249.792160034,273.735992432,23.5527191162,233.561599731,273.243896484,86.6437835693,235.629104614,273.381835938,117.778846741,240.735290527,273.55267334,390.294555664,245.584747314,273.465911865,379.072235107,245.935745239,273.49508667,400.123687744,246.125488281,273.545013428,3.1462790966
608000.0,1945600.0,94.1606903076,249.792160034,273.735992432,229.949783325,254.612945557,273.53326416,229.836776733,254.584671021,273.675994873,0.0,0.0,0.0,208.905029297,245.239151001,273.491241455,231.926849365,253.179412842,274.244476318,86.6437835693,235.629104614,273.381835938,117.778846741,240.735290527,273.55267334,35.6826324463,245.474258423,273.727783203,279.235778809,250.205505371,273.710388184,265.055267334,250.552459717,273.730072021,308.582946777,250.681213379,273.791564941,10.4678382874
729600.0,1945600.0,231.926849365,253.179412842,274.244476318,229.836776733,254.584671021,273.675994873,0.0,0.0,0.0,0.0,0.0,0.0,94.1606903076,249.792160034,273.735992432,0.0,0.0,0.0,117.778846741,240.735290527,273.55267334,35.6826324463,245.474258423,273.727783203,-108.359268188,249.60345459,273.874847412,289.422363281,253.377532959,274.241912842,363.092498779,253.877197266,274.271179199,426.461395264,253.745239258,274.319244385,301.182342529
972800.0,1945600.0,106.802658081,255.77583313,273.863739014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.589294434,258.517486572,272.714324951,-108.359268188,249.60345459,273.874847412,-9.8614654541,253.454147339,274.025115967,70.2215270996,252.629074097,273.194458008,150.349212646,255.606414795,273.848052979,358.373748779,255.929199219,273.869842529,360.492919922,256.29284668,273.9168396,36.9611587524
1094400.0,1945600.0,266.589294434,258.517486572,272.714324951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.802658081,255.77583313,273.863739014,201.329406738,259.922943115,272.044219971,-9.8614654541,253.454147339,274.025115967,70.2215270996,252.629074097,273.194458008,178.310638428,253.686218262,272.379669189,218.848876953,258.022338867,272.67401123,423.691802979,258.648834229,272.702484131,407.908996582,258.81463623,272.752227783,67.5286865234
1216000.0,1945600.0,201.329406738,259.922943115,272.044219971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.589294434,258.517486572,272.714324951,0.0,0.0,0.0,70.2215270996,252.629074097,273.194458008,178.310638428,253.686218262,272.379669189,732.544128418,257.665374756,272.084259033,246.232635498,259.446502686,272.001556396,388.104766846,260.026153564,272.003265381,369.725097656,260.30456543,272.076049805,161.387023926
