x_coordinate,y_coordinate,precipitation,air_temperature,ocean_temperature,upper_left_precipitation,upper_left_air_temperature,upper_left_ocean_temperature,top_precipitation,top_air_temperature,top_ocean_temperature,upper_right_precipitation,upper_right_air_temperature,upper_right_ocean_temperature,left_precipitation,left_air_temperature,left_ocean_temperature,right_precipitation,right_air_temperature,right_ocean_temperature,lower_left_precipitation,lower_left_air_temperature,lower_left_ocean_temperature,bottom_precipitation,bottom_air_temperature,bottom_ocean_temperature,lower_right_precipitation,lower_right_air_temperature,lower_right_ocean_temperature,precipitation_2071,air_temperature_2071,ocean_temperature_2071,precipitation_2072,air_temperature_2072,ocean_temperature_2072,precipitation_2073,air_temperature_2073,ocean_temperature_2073,ice_velocity
-364800.0,2067200.0,581.696166992,261.282440186,272.329162598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.07409668,253.673843384,272.370697021,0.0,0.0,0.0,284.627807617,253.63659668,272.42755127,224.987503052,251.165924072,272.456817627,423.953399658,261.526672363,272.301971436,877.84777832,262.080871582,272.321258545,608.157775879,262.791381836,272.282989502,204.844741821
-243200.0,2067200.0,476.07409668,253.673843384,272.370697021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.696166992,261.282440186,272.329162598,571.632873535,252.433364868,272.570465088,284.627807617,253.63659668,272.42755127,224.987503052,251.165924072,272.456817627,446.570068359,246.571380615,272.603088379,393.899200439,254.09564209,272.506134033,851.010131836,254.736526489,272.515289307,635.240356445,255.379211426,272.573181152,2.96706271172
-121600.0,2067200.0,571.632873535,252.433364868,272.570465088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.07409668,253.673843384,272.370697021,259.90713501,251.465316772,272.679016113,224.987503052,251.165924072,272.456817627,446.570068359,246.571380615,272.603088379,180.62197876,247.44102478,272.768615723,516.681152344,252.929885864,272.575317383,985.624511719,253.490585327,272.584289551,813.179260254,254.037719727,272.580596924,0.0931271538138
0.0,2067200.0,259.90713501,251.465316772,272.679016113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571.632873535,252.433364868,272.570465088,-11.5739746094,252.868087769,273.333374023,446.570068359,246.571380615,272.603088379,180.62197876,247.44102478,272.768615723,-6.32221984863,241.17578125,273.055084229,381.681091309,251.938278198,272.936859131,681.417419434,252.477874756,272.917999268,552.298278809,253.161758423,272.773803711,564.195617676
121600.0,2067200.0,-11.5739746094,252.868087769,273.333374023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.90713501,251.465316772,272.679016113,0.0,0.0,0.0,180.62197876,247.44102478,272.768615723,-6.32221984863,241.17578125,273.055084229,180.257354736,239.435943604,273.286590576,331.58114624,253.598678589,273.339019775,536.017272949,253.866165161,273.348144531,465.575653076,254.420791626,273.344390869,20.1669425964
364800.0,2067200.0,155.755432129,252.964309692,273.56741333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.400695801,253.914047241,273.493164062,180.257354736,239.435943604,273.286590576,20.0677947998,240.691390991,273.408477783,163.389450073,244.453033447,273.505554199,257.7371521,253.952636719,273.576721191,399.154541016,253.721206665,273.572937012,565.087036133,254.176391602,273.599822998,26.9081764221
486400.0,2067200.0,175.400695801,253.914047241,273.493164062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.755432129,252.964309692,273.56741333,220.733444214,253.928588867,273.636230469,20.0677947998,240.691390991,273.408477783,163.389450073,244.453033447,273.505554199,72.0536804199,249.081192017,273.756774902,356.42880249,254.981124878,273.589782715,451.005249023,254.749465942,273.549072266,657.692016602,255.04145813,273.561584473,27.4027023315
608000.0,2067200.0,220.733444214,253.928588867,273.636230469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.400695801,253.914047241,273.493164062,0.0,0.0,0.0,163.389450073,244.453033447,273.505554199,72.0536804199,249.081192017,273.756774902,220.755310059,252.524719238,274.286437988,386.755493164,254.904281616,273.732147217,446.181488037,254.516143799,273.692199707,644.543640137,254.953094482,273.704986572,110.015647888
-364800.0,1945600.0,284.627807617,253.63659668,272.42755127,0.0,0.0,0.0,581.696166992,261.282440186,272.329162598,476.07409668,253.673843384,272.370697021,0.0,0.0,0.0,224.987503052,251.165924072,272.456817627,469.179260254,252.905700684,272.672546387,263.750274658,252.066894531,272.692199707,95.8499908447,245.372772217,272.5,192.227508545,253.769851685,272.487243652,656.210144043,254.650482178,272.461120605,383.742492676,255.225189209,272.530517578,13.9248056412
-243200.0,1945600.0,224.987503052,251.165924072,272.456817627,581.696166992,261.282440186,272.329162598,476.07409668,253.673843384,272.370697021,571.632873535,252.433364868,272.570465088,284.627807617,253.63659668,272.42755127,446.570068359,246.571380615,272.603088379,263.750274658,252.066894531,272.692199707,95.8499908447,245.372772217,272.5,136.611053467,240.005126953,272.591003418,224.424468994,251.530151367,272.461547852,635.08581543,252.33039856,272.444549561,447.955078125,252.917678833,272.491882324,5.49360799789
-121600.0,1945600.0,446.570068359,246.571380615,272.603088379,476.07409668,253.673843384,272.370697021,571.632873535,252.433364868,272.570465088,259.90713501,251.465316772,272.679016113,224.987503052,251.165924072,272.456817627,180.62197876,247.44102478,272.768615723,95.8499908447,245.372772217,272.5,136.611053467,240.005126953,272.591003418,123.915328979,237.945037842,272.723449707,466.130950928,246.853713989,272.580169678,865.733642578,247.519668579,272.589080811,740.485839844,248.100723267,272.626556396,0.018979081884
0.0,1945600.0,180.62197876,247.44102478,272.768615723,571.632873535,252.433364868,272.570465088,259.90713501,251.465316772,272.679016113,-11.5739746094,252.868087769,273.333374023,446.570068359,246.571380615,272.603088379,-6.32221984863,241.17578125,273.055084229,136.611053467,240.005126953,272.591003418,123.915328979,237.945037842,272.723449707,76.0995788574,234.759765625,272.926971436,287.547576904,247.867492676,272.761230469,549.241271973,248.381347656,272.770843506,472.940734863,249.07170105,272.799987793,0.0464712902904
121600.0,1945600.0,-6.32221984863,241.17578125,273.055084229,259.90713501,251.465316772,272.679016113,-11.5739746094,252.868087769,273.333374023,0.0,0.0,0.0,180.62197876,247.44102478,272.768615723,180.257354736,239.435943604,273.286590576,123.915328979,237.945037842,272.723449707,76.0995788574,234.759765625,272.926971436,44.1200447083,231.646835327,273.105407715,197.201812744,241.885864258,273.065795898,353.458618164,242.139373779,273.060882568,341.166229248,242.565338135,273.094360352,0.238331303
243200.0,1945600.0,180.257354736,239.435943604,273.286590576,-11.5739746094,252.868087769,273.333374023,0.0,0.0,0.0,155.755432129,252.964309692,273.56741333,-6.32221984863,241.17578125,273.055084229,20.0677947998,240.691390991,273.408477783,76.0995788574,234.759765625,272.926971436,44.1200447083,231.646835327,273.105407715,40.111076355,232.788040161,273.25881958,276.835113525,240.449310303,273.296539307,383.945831299,240.428161621,273.295776367,464.559997559,240.769561768,273.327697754,0.0741958394647
364800.0,1945600.0,20.0677947998,240.691390991,273.408477783,0.0,0.0,0.0,155.755432129,252.964309692,273.56741333,175.400695801,253.914047241,273.493164062,180.257354736,239.435943604,273.286590576,163.389450073,244.453033447,273.505554199,44.1200447083,231.646835327,273.105407715,40.111076355,232.788040161,273.25881958,92.5103759766,234.833129883,273.398956299,153.183685303,241.801345825,273.423461914,223.071563721,241.673614502,273.417327881,372.649291992,241.918365479,273.442230225,0.053744006902
486400.0,1945600.0,163.389450073,244.453033447,273.505554199,155.755432129,252.964309692,273.56741333,175.400695801,253.914047241,273.493164062,220.733444214,253.928588867,273.636230469,20.0677947998,240.691390991,273.408477783,72.0536804199,249.081192017,273.756774902,40.111076355,232.788040161,273.25881958,92.5103759766,234.833129883,273.398956299,120.622802734,239.97567749,273.574554443,346.911865234,245.713439941,273.514312744,391.996276855,245.439102173,273.512664795,574.115905762,245.692962646,273.541107178,3.1565990448
608000.0,1945600.0,72.0536804199,249.081192017,273.756774902,175.400695801,253.914047241,273.493164062,220.733444214,253.928588867,273.636230469,0.0,0.0,0.0,163.389450073,244.453033447,273.505554199,220.755310059,252.524719238,274.286437988,92.5103759766,234.833129883,273.398956299,120.622802734,239.97567749,273.574554443,54.1965942383,244.745269775,273.756744385,286.593658447,250.307998657,273.757080078,312.235168457,249.930648804,273.760955811,499.777313232,250.218475342,273.79208374,10.5617933273
