x_coordinate,y_coordinate,precipitation,air_temperature,ocean_temperature,upper_left_precipitation,upper_left_air_temperature,upper_left_ocean_temperature,top_precipitation,top_air_temperature,top_ocean_temperature,upper_right_precipitation,upper_right_air_temperature,upper_right_ocean_temperature,left_precipitation,left_air_temperature,left_ocean_temperature,right_precipitation,right_air_temperature,right_ocean_temperature,lower_left_precipitation,lower_left_air_temperature,lower_left_ocean_temperature,bottom_precipitation,bottom_air_temperature,bottom_ocean_temperature,lower_right_precipitation,lower_right_air_temperature,lower_right_ocean_temperature,precipitation_2079,air_temperature_2079,ocean_temperature_2079,precipitation_2080,air_temperature_2080,ocean_temperature_2080,precipitation_2081,air_temperature_2081,ocean_temperature_2081,ice_velocity
-364800.0,2067200.0,580.609619141,262.922149658,272.436279297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.709960938,255.351379395,272.798553467,0.0,0.0,0.0,343.652862549,255.045562744,272.615509033,409.231964111,252.569869995,272.502685547,474.399108887,260.937103271,272.436462402,586.419555664,261.906951904,272.487213135,819.681518555,262.753997803,272.437133789,189.832214355
-243200.0,2067200.0,603.709960938,255.351379395,272.798553467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.609619141,262.922149658,272.436279297,774.446166992,254.010299683,272.6300354,343.652862549,255.045562744,272.615509033,409.231964111,252.569869995,272.502685547,706.688842773,247.697372437,272.613525391,448.131256104,253.673751831,272.629882812,495.556427002,254.115600586,272.635620117,842.074462891,255.006088257,272.86050415,2.71564912796
-121600.0,2067200.0,774.446166992,254.010299683,272.6300354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.709960938,255.351379395,272.798553467,594.847106934,252.929733276,272.990570068,409.231964111,252.569869995,272.502685547,706.688842773,247.697372437,272.613525391,486.664672852,248.526489258,272.770690918,597.504089355,252.735397339,272.612182617,567.572753906,252.801895142,272.607635498,971.390869141,253.70489502,272.615386963,0.111247502267
0.0,2067200.0,594.847106934,252.929733276,272.990570068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774.446166992,254.010299683,272.6300354,514.798950195,254.384994507,273.39364624,706.688842773,247.697372437,272.613525391,486.664672852,248.526489258,272.770690918,349.772277832,242.274200439,273.062286377,412.442321777,252.253692627,272.864440918,260.700134277,251.646194458,272.884277344,780.217285156,252.540161133,272.922241211,520.846923828
121600.0,2067200.0,514.798950195,254.384994507,273.39364624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.847106934,252.929733276,272.990570068,0.0,0.0,0.0,486.664672852,248.526489258,272.770690918,349.772277832,242.274200439,273.062286377,430.042938232,240.510757446,273.29119873,292.728912354,253.91053772,273.375549316,156.312561035,253.148925781,273.371276855,688.437438965,254.045700073,273.378662109,55.5145988464
364800.0,2067200.0,468.928100586,254.37322998,273.578186035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.7578125,255.460403442,273.58682251,430.042938232,240.510757446,273.29119873,295.772949219,241.932540894,273.423400879,488.665222168,245.886169434,273.518157959,298.309173584,253.84475708,273.551269531,184.283111572,252.954711914,273.57623291,367.547180176,253.801818848,273.550537109,26.4539318085
486400.0,2067200.0,555.7578125,255.460403442,273.58682251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468.928100586,254.37322998,273.578186035,561.326660156,255.516143799,273.729614258,295.772949219,241.932540894,273.423400879,488.665222168,245.886169434,273.518157959,417.005126953,250.601638794,273.758239746,385.510742188,254.667312622,273.578674316,273.053527832,254.138793945,273.590454102,369.150634766,254.764083862,273.564361572,27.9329662323
608000.0,2067200.0,561.326660156,255.516143799,273.729614258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.7578125,255.460403442,273.58682251,0.0,0.0,0.0,488.665222168,245.886169434,273.518157959,417.005126953,250.601638794,273.758239746,496.190979004,254.037887573,274.443939209,417.408355713,254.382781982,273.72164917,298.876800537,254.077163696,273.734161377,310.268737793,254.550872803,273.708129883,101.973945618
-364800.0,1945600.0,343.652862549,255.045562744,272.615509033,0.0,0.0,0.0,580.609619141,262.922149658,272.436279297,603.709960938,255.351379395,272.798553467,0.0,0.0,0.0,409.231964111,252.569869995,272.502685547,450.888671875,253.891036987,272.872528076,361.137359619,253.278091431,272.892181396,256.954437256,246.375030518,272.549804688,239.929244995,253.517959595,272.6668396,337.675292969,254.073684692,272.637084961,687.523498535,255.039352417,272.834411621,14.000787735
-243200.0,1945600.0,409.231964111,252.569869995,272.502685547,580.609619141,262.922149658,272.436279297,603.709960938,255.351379395,272.798553467,774.446166992,254.010299683,272.6300354,343.652862549,255.045562744,272.615509033,706.688842773,247.697372437,272.613525391,361.137359619,253.278091431,272.892181396,256.954437256,246.375030518,272.549804688,346.492919922,240.743835449,272.623718262,221.273040771,251.520431519,272.489746094,307.144165039,251.48916626,272.45614624,717.026733398,252.548095703,272.515655518,5.49986076355
