x_coordinate,y_coordinate,precipitation,air_temperature,ocean_temperature,upper_left_precipitation,upper_left_air_temperature,upper_left_ocean_temperature,top_precipitation,top_air_temperature,top_ocean_temperature,upper_right_precipitation,upper_right_air_temperature,upper_right_ocean_temperature,left_precipitation,left_air_temperature,left_ocean_temperature,right_precipitation,right_air_temperature,right_ocean_temperature,lower_left_precipitation,lower_left_air_temperature,lower_left_ocean_temperature,bottom_precipitation,bottom_air_temperature,bottom_ocean_temperature,lower_right_precipitation,lower_right_air_temperature,lower_right_ocean_temperature,precipitation_2034,air_temperature_2034,ocean_temperature_2034,precipitation_2035,air_temperature_2035,ocean_temperature_2035,precipitation_2036,air_temperature_2036,ocean_temperature_2036,ice_velocity
-243200.0,2067200.0,365.430419922,252.250350952,272.330230713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.444335938,251.411514282,272.496704102,151.960128784,252.104003906,272.33605957,171.49520874,250.294616699,272.38873291,466.540802002,245.800491333,272.533233643,444.084442139,253.022491455,272.432739258,342.862243652,252.765075684,272.39743042,437.609924316,253.305541992,272.413726807,3.94785952568
-121600.0,2067200.0,551.444335938,251.411514282,272.496704102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.430419922,252.250350952,272.330230713,337.00213623,250.81741333,272.570373535,171.49520874,250.294616699,272.38873291,466.540802002,245.800491333,272.533233643,258.845550537,246.897262573,272.720703125,590.823120117,252.142608643,272.545440674,469.751556396,251.859527588,272.539520264,594.60559082,252.536575317,272.590179443,0.0355288758874
0.0,2067200.0,337.00213623,250.81741333,272.570373535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.444335938,251.411514282,272.496704102,344.441741943,252.386917114,273.259246826,466.540802002,245.800491333,272.533233643,258.845550537,246.897262573,272.720703125,188.387878418,240.858169556,273.0050354,440.131530762,251.574310303,272.642700195,325.206298828,251.192901611,272.524200439,421.9246521,252.048324585,272.574829102,170.966079712
121600.0,2067200.0,344.441741943,252.386917114,273.259246826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.00213623,250.81741333,272.570373535,459.956573486,251.519393921,273.567657471,258.845550537,246.897262573,272.720703125,188.387878418,240.858169556,273.0050354,272.259094238,239.198944092,273.226226807,393.655548096,252.873031616,273.30859375,279.626525879,252.783950806,273.302032471,371.576721191,253.629440308,273.351867676,46.3561973572
243200.0,2067200.0,459.956573486,251.519393921,273.567657471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.441741943,252.386917114,273.259246826,294.902679443,252.405792236,273.537994385,188.387878418,240.858169556,273.0050354,272.259094238,239.198944092,273.226226807,129.844543457,240.477706909,273.364593506,509.542510986,251.784072876,273.666534424,401.915344238,251.804763794,273.602081299,495.129455566,252.797134399,273.686798096,970.948425293
364800.0,2067200.0,294.902679443,252.405792236,273.537994385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.956573486,251.519393921,273.567657471,330.029296875,253.114273071,273.403381348,272.259094238,239.198944092,273.226226807,129.844543457,240.477706909,273.364593506,281.169067383,244.239151001,273.460754395,331.414215088,252.745620728,273.634643555,189.427947998,252.673873901,273.573730469,325.263427734,253.594604492,273.577423096,29.809387207
486400.0,2067200.0,330.029296875,253.114273071,273.403381348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.902679443,252.405792236,273.537994385,371.786590576,252.619430542,273.546051025,129.844543457,240.477706909,273.364593506,281.169067383,244.239151001,273.460754395,226.799346924,248.625930786,273.714019775,394.662139893,253.878326416,273.496002197,326.627990723,253.637939453,273.483764648,384.384063721,254.460723877,273.476074219,15.5921106339
608000.0,2067200.0,371.786590576,252.619430542,273.546051025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.029296875,253.114273071,273.403381348,0.0,0.0,0.0,281.169067383,244.239151001,273.460754395,226.799346924,248.625930786,273.714019775,346.576660156,251.608276367,274.112670898,404.180389404,253.671966553,273.639007568,302.878417969,253.212402344,273.627349854,351.267425537,254.241973877,273.618438721,1.52066862583
-364800.0,1945600.0,151.960128784,252.104003906,272.33605957,0.0,0.0,0.0,0.0,0.0,0.0,365.430419922,252.250350952,272.330230713,0.0,0.0,0.0,171.49520874,250.294616699,272.38873291,326.284790039,251.04901123,272.600463867,206.591705322,251.001495361,272.620117188,75.8384780884,244.666732788,272.433532715,255.966247559,252.922164917,272.294769287,145.486572266,252.783035278,272.248474121,258.137786865,252.956802368,272.377990723,13.9797344208
-243200.0,1945600.0,171.49520874,250.294616699,272.38873291,0.0,0.0,0.0,365.430419922,252.250350952,272.330230713,551.444335938,251.411514282,272.496704102,151.960128784,252.104003906,272.33605957,466.540802002,245.800491333,272.533233643,206.591705322,251.001495361,272.620117188,75.8384780884,244.666732788,272.433532715,159.792129517,239.139709473,272.538330078,272.098327637,250.889526367,272.492736816,140.664047241,250.871963501,272.401550293,291.919311523,251.131866455,272.447509766,5.41460514069
-121600.0,1945600.0,466.540802002,245.800491333,272.533233643,365.430419922,252.250350952,272.330230713,551.444335938,251.411514282,272.496704102,337.00213623,250.81741333,272.570373535,171.49520874,250.294616699,272.38873291,258.845550537,246.897262573,272.720703125,75.8384780884,244.666732788,272.433532715,159.792129517,239.139709473,272.538330078,164.313064575,237.284454346,272.697631836,533.75378418,246.182266235,272.653015137,403.958740234,246.315612793,272.589752197,542.89453125,246.729232788,272.592498779,0.0190568286926
0.0,1945600.0,258.845550537,246.897262573,272.720703125,551.444335938,251.411514282,272.496704102,337.00213623,250.81741333,272.570373535,344.441741943,252.386917114,273.259246826,466.540802002,245.800491333,272.533233643,188.387878418,240.858169556,273.0050354,159.792129517,239.139709473,272.538330078,164.313064575,237.284454346,272.697631836,81.5319061279,234.289916992,272.885803223,330.168548584,247.301177979,272.832763672,227.958892822,247.395523071,272.777038574,329.849365234,247.778823853,272.779998779,0.0411115437746
121600.0,1945600.0,188.387878418,240.858169556,273.0050354,337.00213623,250.81741333,272.570373535,344.441741943,252.386917114,273.259246826,459.956573486,251.519393921,273.567657471,258.845550537,246.897262573,272.720703125,272.259094238,239.198944092,273.226226807,164.313064575,237.284454346,272.697631836,81.5319061279,234.289916992,272.885803223,83.4791488647,231.244049072,273.059417725,233.294250488,241.086807251,273.129425049,155.312408447,241.339141846,273.065185547,234.428756714,241.823410034,273.058837891,0.23839277029
243200.0,1945600.0,272.259094238,239.198944092,273.226226807,344.441741943,252.386917114,273.259246826,459.956573486,251.519393921,273.567657471,294.902679443,252.405792236,273.537994385,188.387878418,240.858169556,273.0050354,129.844543457,240.477706909,273.364593506,81.5319061279,234.289916992,272.885803223,83.4791488647,231.244049072,273.059417725,88.8990936279,232.483810425,273.214141846,321.017608643,239.443084717,273.360076904,245.024871826,239.608551025,273.299346924,314.773284912,240.312469482,273.28302002,0.0671498999
364800.0,1945600.0,129.844543457,240.477706909,273.364593506,459.956573486,251.519393921,273.567657471,294.902679443,252.405792236,273.537994385,330.029296875,253.114273071,273.403381348,272.259094238,239.198944092,273.226226807,281.169067383,244.239151001,273.460754395,83.4791488647,231.244049072,273.059417725,88.8990936279,232.483810425,273.214141846,156.369720459,234.440185547,273.356536865,184.124023438,240.705596924,273.46270752,92.6511383057,240.794174194,273.413665771,168.154083252,241.773193359,273.406097412,0.0513929761946
486400.0,1945600.0,281.169067383,244.239151001,273.460754395,294.902679443,252.405792236,273.537994385,330.029296875,253.114273071,273.403381348,371.786590576,252.619430542,273.546051025,129.844543457,240.477706909,273.364593506,226.799346924,248.625930786,273.714019775,88.8990936279,232.483810425,273.214141846,156.369720459,234.440185547,273.356536865,199.933380127,239.494735718,273.534790039,360.470367432,244.670608521,273.563232422,294.84161377,244.41267395,273.512817383,321.391937256,245.545944214,273.507965088,3.15925693512
608000.0,1945600.0,226.799346924,248.625930786,273.714019775,330.029296875,253.114273071,273.403381348,371.786590576,252.619430542,273.546051025,0.0,0.0,0.0,281.169067383,244.239151001,273.460754395,346.576660156,251.608276367,274.112670898,156.369720459,234.440185547,273.356536865,199.933380127,239.494735718,273.534790039,142.918609619,244.261901855,273.714813232,274.583251953,249.2315979,273.82208252,203.243759155,248.840240479,273.772003174,191.927963257,250.001083374,273.76260376,10.687912941
