-3040000	3040000	0	NaN	4	933.544799805	293.533508301	9.96920996839e+36
-2918400	3040000	0	NaN	4	888.663452148	274.790496826	9.96920996839e+36
-2796800	3040000	0	NaN	4	881.148254395	274.187072754	9.96920996839e+36
-2675200	3040000	0	NaN	4	857.149291992	273.549468994	9.96920996839e+36
-2553600	3040000	0	NaN	4	828.434326172	272.975158691	9.96920996839e+36
-2432000	3040000	0	NaN	4	801.642028809	272.343109131	9.96920996839e+36
-2310400	3040000	0	NaN	4	784.487304688	271.687164307	9.96920996839e+36
-2188800	3040000	0	NaN	4	768.309814453	271.096282959	9.96920996839e+36
-2067200	3040000	0	NaN	4	730.115966797	270.492126465	9.96920996839e+36
-1945600	3040000	0	NaN	4	692.753051758	269.954284668	9.96920996839e+36
-1824000	3040000	0	NaN	4	676.49230957	269.498779297	9.96920996839e+36
-1702400	3040000	0	NaN	4	664.818481445	269.125640869	9.96920996839e+36
-1580800	3040000	0	NaN	4	653.893493652	268.786437988	9.96920996839e+36
-1459200	3040000	0	NaN	4	645.634155273	268.43081665	9.96920996839e+36
-1337600	3040000	0	NaN	4	636.367492676	268.161895752	273.386932373
-1216000	3040000	0	NaN	4	625.492553711	267.771728516	273.293334961
-1094400	3040000	0	NaN	4	612.088134766	267.27053833	273.231292725
-972800	3040000	0	NaN	4	602.374572754	266.851135254	273.194610596
-851200	3040000	0	NaN	4	600.405517578	266.474212646	273.170928955
-729600	3040000	0	NaN	4	608.536560059	266.142242432	273.15725708
-608000	3040000	0	NaN	4	612.228515625	265.87109375	273.146942139
-486400	3040000	0	NaN	4	606.072509766	265.705444336	273.141815186
-364800	3040000	0	NaN	4	602.080322266	265.608764648	273.138977051
-243200	3040000	0	NaN	4	608.563110352	265.542938232	273.139251709
-121600	3040000	0	NaN	4	609.503112793	265.520446777	273.143707275
0	3040000	0	NaN	4	610.106140137	265.561920166	273.164825439
121600	3040000	0	NaN	4	609.084594727	265.661621094	273.233154297
243200	3040000	0	NaN	4	602.154907227	265.806762695	273.320831299
364800	3040000	0	NaN	4	589.594360352	265.930236816	273.385650635
486400	3040000	0	NaN	4	581.763671875	266.034515381	273.481964111
608000	3040000	0	NaN	4	588.276733398	266.189483643	273.627227783
729600	3040000	0	NaN	4	609.581726074	266.400177002	273.755615234
851200	3040000	0	NaN	4	635.107666016	266.647766113	273.708709717
972800	3040000	0	NaN	4	655.198486328	266.939178467	273.62298584
1094400	3040000	0	NaN	4	667.72857666	267.232055664	273.725128174
1216000	3040000	0	NaN	4	684.094360352	267.532470703	273.922210693
1337600	3040000	0	NaN	4	705.260620117	267.801086426	274.106445312
1459200	3040000	0	NaN	4	726.522766113	268.055236816	9.96920996839e+36
1580800	3040000	0	NaN	4	764.901184082	268.361633301	9.96920996839e+36
1702400	3040000	0	NaN	4	815.403015137	268.760528564	9.96920996839e+36
1824000	3040000	0	NaN	4	857.969848633	269.307983398	9.96920996839e+36
1945600	3040000	0	NaN	4	879.328918457	269.940155029	9.96920996839e+36
2067200	3040000	0	NaN	4	882.727844238	270.565338135	9.96920996839e+36
2188800	3040000	0	NaN	4	900.220214844	271.193847656	9.96920996839e+36
2310400	3040000	0	NaN	4	936.699584961	271.727935791	9.96920996839e+36
2432000	3040000	0	NaN	4	972.411499023	272.196105957	9.96920996839e+36
2553600	3040000	0	NaN	4	993.652282715	272.591552734	9.96920996839e+36
2675200	3040000	0	NaN	4	1000.5491333	272.884796143	9.96920996839e+36
2796800	3040000	0	NaN	4	998.674682617	273.054138184	9.96920996839e+36
2918400	3040000	0	NaN	4	983.516357422	273.074188232	9.96920996839e+36
3040000	3040000	0	NaN	4	1003.06182861	290.987762451	9.96920996839e+36
-3040000	2918400	0	NaN	4	880.338745117	275.348907471	9.96920996839e+36
-2918400	2918400	0	NaN	4	877.840270996	274.863922119	9.96920996839e+36
-2796800	2918400	0	NaN	4	879.970825195	274.264190674	9.96920996839e+36
-2675200	2918400	0	NaN	4	872.077880859	273.597747803	9.96920996839e+36
-2553600	2918400	0	NaN	4	845.940063477	273.034393311	9.96920996839e+36
-2432000	2918400	0	NaN	4	813.587585449	272.498443604	9.96920996839e+36
-2310400	2918400	0	NaN	4	792.262573242	271.919067383	9.96920996839e+36
-2188800	2918400	0	NaN	4	772.926757812	271.324676514	9.96920996839e+36
-2067200	2918400	0	NaN	4	726.40838623	270.694854736	9.96920996839e+36
-1945600	2918400	0	NaN	4	681.953430176	270.163604736	9.96920996839e+36
-1824000	2918400	0	NaN	4	659.578613281	269.734436035	9.96920996839e+36
-1702400	2918400	0	NaN	4	656.414489746	269.350830078	9.96920996839e+36
-1580800	2918400	0	NaN	4	655.260253906	268.943054199	273.634643555
-1459200	2918400	0	NaN	4	646.296447754	268.474090576	273.482299805
-1337600	2918400	0	NaN	4	633.799865723	268.045959473	273.36505127
-1216000	2918400	0	NaN	4	624.085449219	267.623077393	273.281768799
-1094400	2918400	0	NaN	4	609.100769043	267.192810059	273.233032227
-972800	2918400	0	NaN	4	585.753051758	266.830749512	273.201141357
-851200	2918400	0	NaN	4	571.379821777	266.452880859	273.181213379
-729600	2918400	0	NaN	4	571.174438477	266.09262085	273.184448242
-608000	2918400	0	NaN	4	567.84954834	265.797393799	273.188079834
-486400	2918400	0	NaN	4	564.65802002	265.626525879	273.173583984
-364800	2918400	0	NaN	4	566.598876953	265.549468994	273.175109863
-243200	2918400	0	NaN	4	575.987670898	265.523223877	273.173065186
-121600	2918400	0	NaN	4	582.137573242	265.541748047	273.173614502
0	2918400	0	NaN	4	587.891601562	265.592712402	273.185150146
121600	2918400	0	NaN	4	600.787109375	265.680725098	273.235473633
243200	2918400	0	NaN	4	593.657836914	265.801422119	273.334228516
364800	2918400	0	NaN	4	577.618835449	265.899841309	273.408843994
486400	2918400	0	NaN	4	570.944824219	265.975036621	273.506530762
608000	2918400	0	NaN	4	588.186828613	266.102783203	273.638122559
729600	2918400	0	NaN	4	619.510437012	266.297027588	273.724182129
851200	2918400	0	NaN	4	646.054199219	266.572631836	273.663482666
972800	2918400	0	NaN	4	662.240478516	266.908843994	273.596405029
1094400	2918400	0	NaN	4	674.071838379	267.21875	273.731689453
1216000	2918400	0	NaN	4	694.416992188	267.522796631	273.940826416
1337600	2918400	0	NaN	4	726.84387207	267.796356201	274.131286621
1459200	2918400	0	NaN	4	743.180908203	268.077301025	274.286102295
1580800	2918400	0	NaN	4	760.320007324	268.420959473	274.406097412
1702400	2918400	0	NaN	4	792.712341309	268.828369141	9.96920996839e+36
1824000	2918400	0	NaN	4	829.156860352	269.35534668	9.96920996839e+36
1945600	2918400	0	NaN	4	857.929260254	269.976318359	9.96920996839e+36
2067200	2918400	0	NaN	4	865.732543945	270.622009277	9.96920996839e+36
2188800	2918400	0	NaN	4	878.688903809	271.271453857	9.96920996839e+36
2310400	2918400	0	NaN	4	909.86730957	271.794891357	9.96920996839e+36
2432000	2918400	0	NaN	4	949.714111328	272.241210938	9.96920996839e+36
2553600	2918400	0	NaN	4	979.377624512	272.644622803	9.96920996839e+36
2675200	2918400	0	NaN	4	994.313537598	272.954559326	9.96920996839e+36
