-3040000	3040000	0	NaN	4	780.639709473	293.110626221	9.96920996839e+36
-2918400	3040000	0	NaN	4	736.393798828	274.53604126	9.96920996839e+36
-2796800	3040000	0	NaN	4	726.943054199	274.183502197	9.96920996839e+36
-2675200	3040000	0	NaN	4	713.645751953	273.764312744	9.96920996839e+36
-2553600	3040000	0	NaN	4	703.846008301	273.281463623	9.96920996839e+36
-2432000	3040000	0	NaN	4	687.442321777	272.716461182	9.96920996839e+36
-2310400	3040000	0	NaN	4	668.993713379	272.093566895	9.96920996839e+36
-2188800	3040000	0	NaN	4	643.315246582	271.550384521	9.96920996839e+36
-2067200	3040000	0	NaN	4	612.568908691	271.048278809	9.96920996839e+36
-1945600	3040000	0	NaN	4	606.311218262	270.558258057	9.96920996839e+36
-1824000	3040000	0	NaN	4	608.96081543	270.011505127	9.96920996839e+36
-1702400	3040000	0	NaN	4	613.212097168	269.450866699	9.96920996839e+36
-1580800	3040000	0	NaN	4	619.638671875	268.961700439	9.96920996839e+36
-1459200	3040000	0	NaN	4	619.117614746	268.515991211	9.96920996839e+36
-1337600	3040000	0	NaN	4	610.595275879	268.165283203	272.947845459
-1216000	3040000	0	NaN	4	586.419555664	267.828796387	272.886016846
-1094400	3040000	0	NaN	4	556.269714355	267.494842529	272.838409424
-972800	3040000	0	NaN	4	529.20892334	267.22543335	272.798828125
-851200	3040000	0	NaN	4	515.872436523	266.930755615	272.76953125
-729600	3040000	0	NaN	4	509.68536377	266.626678467	272.753234863
-608000	3040000	0	NaN	4	511.984344482	266.371795654	272.740447998
-486400	3040000	0	NaN	4	515.420654297	266.171203613	272.731170654
-364800	3040000	0	NaN	4	513.300415039	265.968902588	272.725708008
-243200	3040000	0	NaN	4	516.831359863	265.773162842	272.725860596
-121600	3040000	0	NaN	4	518.78137207	265.680908203	272.737457275
0	3040000	0	NaN	4	518.110534668	265.681762695	272.760314941
121600	3040000	0	NaN	4	516.147827148	265.731292725	272.812469482
243200	3040000	0	NaN	4	518.403625488	265.826690674	272.949371338
364800	3040000	0	NaN	4	522.427307129	265.944732666	273.019775391
486400	3040000	0	NaN	4	531.518432617	266.088684082	273.093902588
608000	3040000	0	NaN	4	544.01171875	266.316101074	273.199615479
729600	3040000	0	NaN	4	552.301696777	266.603424072	273.33001709
851200	3040000	0	NaN	4	550.978759766	266.903320312	273.429260254
972800	3040000	0	NaN	4	548.333740234	267.2550354	273.490631104
1094400	3040000	0	NaN	4	551.152770996	267.621795654	273.562591553
1216000	3040000	0	NaN	4	550.942749023	267.912414551	273.648956299
1337600	3040000	0	NaN	4	558.207641602	268.182861328	273.750061035
1459200	3040000	0	NaN	4	584.552490234	268.459259033	9.96920996839e+36
1580800	3040000	0	NaN	4	629.715881348	268.772247314	9.96920996839e+36
1702400	3040000	0	NaN	4	687.222045898	269.134094238	9.96920996839e+36
1824000	3040000	0	NaN	4	744.284790039	269.555053711	9.96920996839e+36
1945600	3040000	0	NaN	4	781.840881348	270.002441406	9.96920996839e+36
2067200	3040000	0	NaN	4	807.312927246	270.462219238	9.96920996839e+36
2188800	3040000	0	NaN	4	847.191589355	270.942108154	9.96920996839e+36
2310400	3040000	0	NaN	4	888.447021484	271.35244751	9.96920996839e+36
2432000	3040000	0	NaN	4	917.044555664	271.682189941	9.96920996839e+36
2553600	3040000	0	NaN	4	908.699523926	271.933380127	9.96920996839e+36
2675200	3040000	0	NaN	4	877.567382812	272.096832275	9.96920996839e+36
2796800	3040000	0	NaN	4	848.310424805	272.171508789	9.96920996839e+36
2918400	3040000	0	NaN	4	830.789123535	272.129852295	9.96920996839e+36
3040000	3040000	0	NaN	4	871.479125977	290.00982666	9.96920996839e+36
-3040000	2918400	0	NaN	4	737.654724121	274.980804443	9.96920996839e+36
-2918400	2918400	0	NaN	4	738.931335449	274.648742676	9.96920996839e+36
-2796800	2918400	0	NaN	4	736.967529297	274.281982422	9.96920996839e+36
-2675200	2918400	0	NaN	4	734.626220703	273.823944092	9.96920996839e+36
-2553600	2918400	0	NaN	4	730.035705566	273.350646973	9.96920996839e+36
