-3040000	3040000	0	NaN	4	862.527709961	293.568695068	9.96920996839e+36
-2918400	3040000	0	NaN	4	840.516357422	274.95715332	9.96920996839e+36
-2796800	3040000	0	NaN	4	862.727111816	274.525695801	9.96920996839e+36
-2675200	3040000	0	NaN	4	874.789245605	274.022583008	9.96920996839e+36
-2553600	3040000	0	NaN	4	884.33605957	273.488800049	9.96920996839e+36
-2432000	3040000	0	NaN	4	897.397949219	272.843536377	9.96920996839e+36
-2310400	3040000	0	NaN	4	900.328491211	272.110839844	9.96920996839e+36
-2188800	3040000	0	NaN	4	879.226623535	271.467498779	9.96920996839e+36
-2067200	3040000	0	NaN	4	840.818237305	270.856109619	9.96920996839e+36
-1945600	3040000	0	NaN	4	794.765258789	270.382720947	9.96920996839e+36
-1824000	3040000	0	NaN	4	746.429870605	270.002716064	9.96920996839e+36
-1702400	3040000	0	NaN	4	701.395507812	269.723266602	9.96920996839e+36
-1580800	3040000	0	NaN	4	661.047973633	269.454071045	9.96920996839e+36
-1459200	3040000	0	NaN	4	635.715393066	269.062194824	9.96920996839e+36
-1337600	3040000	0	NaN	4	616.33001709	268.709197998	273.326263428
-1216000	3040000	0	NaN	4	598.966430664	268.325866699	273.232818604
-1094400	3040000	0	NaN	4	581.024780273	267.899841309	273.174224854
-972800	3040000	0	NaN	4	573.247314453	267.49432373	273.141479492
-851200	3040000	0	NaN	4	568.715820312	267.053375244	273.115386963
-729600	3040000	0	NaN	4	576.117797852	266.643981934	273.096801758
-608000	3040000	0	NaN	4	586.404418945	266.260742188	273.08807373
-486400	3040000	0	NaN	4	594.186523438	265.908325195	273.089202881
-364800	3040000	0	NaN	4	599.290283203	265.579681396	273.089050293
-243200	3040000	0	NaN	4	598.14263916	265.270477295	273.08706665
-121600	3040000	0	NaN	4	598.392944336	265.084136963	273.091003418
0	3040000	0	NaN	4	606.346557617	264.998168945	273.111450195
121600	3040000	0	NaN	4	604.454101562	264.995758057	273.195068359
243200	3040000	0	NaN	4	598.675109863	265.032287598	273.313812256
364800	3040000	0	NaN	4	589.613708496	265.179138184	273.372589111
486400	3040000	0	NaN	4	582.285461426	265.379394531	273.458374023
608000	3040000	0	NaN	4	586.727294922	265.617248535	273.585968018
729600	3040000	0	NaN	4	615.000732422	265.913726807	273.724365234
851200	3040000	0	NaN	4	645.208740234	266.316192627	273.750457764
972800	3040000	0	NaN	4	662.707519531	266.845336914	273.777404785
1094400	3040000	0	NaN	4	695.418945312	267.370758057	273.904449463
1216000	3040000	0	NaN	4	718.415649414	267.896728516	274.049835205
1337600	3040000	0	NaN	4	729.739685059	268.368499756	274.203186035
1459200	3040000	0	NaN	4	742.738037109	268.754455566	9.96920996839e+36
1580800	3040000	0	NaN	4	773.783630371	269.110076904	9.96920996839e+36
1702400	3040000	0	NaN	4	813.134155273	269.487762451	9.96920996839e+36
1824000	3040000	0	NaN	4	826.681884766	269.956268311	9.96920996839e+36
1945600	3040000	0	NaN	4	810.29864502	270.503509521	9.96920996839e+36
2067200	3040000	0	NaN	4	792.356567383	271.070800781	9.96920996839e+36
2188800	3040000	0	NaN	4	803.19909668	271.627319336	9.96920996839e+36
2310400	3040000	0	NaN	4	834.313537598	272.08505249	9.96920996839e+36
2432000	3040000	0	NaN	4	858.146057129	272.469024658	9.96920996839e+36
2553600	3040000	0	NaN	4	868.137695312	272.782592773	9.96920996839e+36
2675200	3040000	0	NaN	4	885.186035156	272.973327637	9.96920996839e+36
2796800	3040000	0	NaN	4	918.449035645	273.02734375	9.96920996839e+36
2918400	3040000	0	NaN	4	959.107543945	272.937072754	9.96920996839e+36
3040000	3040000	0	NaN	4	1030.53173828	290.75289917	9.96920996839e+36
-3040000	2918400	0	NaN	4	871.832580566	275.349731445	9.96920996839e+36
-2918400	2918400	0	NaN	4	893.452636719	274.98059082	9.96920996839e+36
-2796800	2918400	0	NaN	4	917.000427246	274.570098877	9.96920996839e+36
-2675200	2918400	0	NaN	4	923.974243164	274.120910645	9.96920996839e+36
-2553600	2918400	0	NaN	4	926.63092041	273.649230957	9.96920996839e+36
-2432000	2918400	0	NaN	4	930.270141602	273.075317383	9.96920996839e+36
-2310400	2918400	0	NaN	4	918.371643066	272.397705078	9.96920996839e+36
-2188800	2918400	0	NaN	4	892.709655762	271.732208252	9.96920996839e+36
-2067200	2918400	0	NaN	4	852.312438965	271.156921387	9.96920996839e+36
-1945600	2918400	0	NaN	4	807.265686035	270.742492676	9.96920996839e+36
-1824000	2918400	0	NaN	4	759.928161621	270.400939941	9.96920996839e+36
-1702400	2918400	0	NaN	4	723.651977539	270.067993164	9.96920996839e+36
-1580800	2918400	0	NaN	4	690.023498535	269.70223999	273.56362915
-1459200	2918400	0	NaN	4	663.324523926	269.213226318	273.413879395
-1337600	2918400	0	NaN	4	640.781066895	268.749664307	273.298126221
-1216000	2918400	0	NaN	4	615.987915039	268.329956055	273.216125488
-1094400	2918400	0	NaN	4	591.799255371	267.908569336	273.167480469
-972800	2918400	0	NaN	4	583.578918457	267.488983154	273.139343262
-851200	2918400	0	NaN	4	586.010437012	267.008361816	273.119750977
-729600	2918400	0	NaN	4	597.058898926	266.562347412	273.124084473
-608000	2918400	0	NaN	4	611.181213379	266.162841797	273.13381958
-486400	2918400	0	NaN	4	615.627929688	265.826385498	273.128448486
-364800	2918400	0	NaN	4	615.848571777	265.540039062	273.128479004
-243200	2918400	0	NaN	4	614.596496582	265.243927002	273.124206543
-121600	2918400	0	NaN	4	609.669250488	265.041503906	273.122650146
0	2918400	0	NaN	4	607.620727539	264.922210693	273.132781982
121600	2918400	0	NaN	4	598.137390137	264.874420166	273.199371338
243200	2918400	0	NaN	4	588.028015137	264.900543213	273.331237793
364800	2918400	0	NaN	4	581.460693359	265.070220947	273.406646729
486400	2918400	0	NaN	4	574.694946289	265.296020508	273.499084473
608000	2918400	0	NaN	4	581.496337891	265.549987793	273.626525879
729600	2918400	0	NaN	4	615.644775391	265.822601318	273.725341797
851200	2918400	0	NaN	4	641.280029297	266.201843262	273.731414795
972800	2918400	0	NaN	4	657.907836914	266.754974365	273.787780762
1094400	2918400	0	NaN	4	692.232788086	267.328765869	273.939880371
1216000	2918400	0	NaN	4	721.719970703	267.921295166	274.087402344
